OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
9b1c40c838a4bec38ffde5d86b01bdb9,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,unassigned
9b1cd79aeea831c5404ec33e1ebb5232,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,uncultured_Verrucomicrobia
9b206279f011e32b482fabdb7029c57c,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,uncultured_sediment
9b239a0b97e72460e068939f3e6deab3,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b246b326a33073b9be0053743ce08bc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,unassigned
9b27872aa039b997eaa10ef94a40360b,Bacteria,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned
9b282496911522d1f7157daed70ed7f0,Bacteria,Cyanobacteria,Cyanobacteriia,Eurycoccales,Eurycoccales_Incertae_Sedis,Synechococcus_PCC-7336,unassigned
9b28d8ba1d6058ebf3265aec8a53ec5d,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,unassigned
9b2ae13f5b59b398c7ee21e59ea5b9c7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,unassigned
9b2f7f7d92bce0836c3178dabf77772d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligellaceae,uncultured_bacterium
9b311bdf6e87fe45ce1f4c9478b62177,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales,uncultured_deep-sea
9b33aabf351f23dd6a7963160ce50624,Bacteria,Acidobacteriota,Subgroup_26,Subgroup_26,Subgroup_26,Subgroup_26,unassigned
9b359bb5414ae49672320ac02d5fabd4,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium_damselae
9b370a82c592297571dcb8f8d7632ae6,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_Verrucomicrobia
9b37a5275abb45d505c01d5a4fb2d076,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,unassigned
9b386e64cbad273157a223de34cd598f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9b3db4afb43610eac220aa6b90c2d8b4,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,unassigned
9b3f87a60f1a90eb395dd2ccc9b30fa9,Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,gut_metagenome
9b408d7c3a4b04ec8ddc35a177290165,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9b431eecae5f1e0060861b515635869e,Bacteria,Cyanobacteria,Cyanobacteriia,unassigned,unassigned,unassigned,unassigned
9b4428d22073460f3be21c01d5e69912,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b4482c10316ed7f40f71791aab9641f,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,unassigned,unassigned
9b449c74cdd5558b3bf0a50e72dc2b5f,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_planctomycete
9b44d6d566866160bd9bd2114aa83521,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b456fb1e5a48af1b5e7e0accfeac020,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,unassigned
9b461c4f913f47218baefcccda6d6115,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_Pirellula
9b499c8fc3e9deaaea79f5fa5084c6a9,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,uncultured_Polyangiaceae
9b4ba000a42edccb5514ddcf09993bf2,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unassigned,unassigned
9b4e499f5d0ac24b825efbadb67bb9ed,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,bacterium_SH1-10
9b4fb794418650cd781f089ee4645312,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,unassigned,unassigned
9b539ea683831d56151532f8d356c6e6,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,Caenarcaniphilales,Caenarcaniphilales,uncultured_Firmicutes
9b55568bd60880e4275a9969679e942e,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
9b5564cc50b3f59989c0b070249ce0d3,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium
9b570dbb2ee29732cc796eaac29dec84,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,DMI,uncultured_bacterium
9b5a14449497f3ce340ab966de5ae933,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostignum,uncultured_bacterium
9b5ad1b575e743393cb4fec550d9a47c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unassigned,unassigned,unassigned
9b5c02fce35731a3e7ce6be1c475cb5e,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b5c17394cce45cdc21425f18d7eeff8,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,unassigned
9b5e6e0d7c42e627e53e258a650965e0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Lotharella_oceanica
9b60669bd50cf7ca902c84679f1436ed,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,unassigned
9b606aad1e9b4af0d24409e052ef222c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
9b6159fa17dca3f84bdfa64e889f8c32,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b6621ef8621d39f85ff31e70dfa7477,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Gryllus_firmus
9b6b786330c1380b33b13fe54a50bb78,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Pseudobacteriovorax,uncultured_delta
9b7024f4a6316a61d0a9c4a05c8fdd11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unassigned
9b70dc25c0eeda4d4e2a05595afa68ca,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b746e545b3a7a5c518c40f49c2bf405,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9b74f1f815cacbe8d9c31309694ba875,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured_gamma
9b75195fb8a56ba5fb8258c9baaf301f,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,unassigned
9b78d4f3c3f9d487e551a48942e24e97,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b7c2a791d1a97db02558086cae1dd60,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,uncultured_Planctomycetales
9b7ce5a7d3a3cec046951683fdc738fe,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,Erysipelotrichaceae_bacterium
9b84a42b826c271907f6f70503719106,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured,unassigned
9b86cfbcd44536233c0bc0dba77d9749,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,uncultured_Flavobacteriaceae
9b8ac313f66ac7142e04374b99a35cd0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete_MS3057
9b928c3b1f672421e8c6c5c12880abf5,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,unassigned
9b92ba30bb8331a09c427141b9ea82ee,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9b92cfa780ea3ba97a36d29206d00dda,Bacteria,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned
9b9c2a9d3ff808a8573437aa4f8f3087,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10,Spirochaetes_bacterium
9b9d93489ae25f94bd651abfb3b5766c,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,unassigned,unassigned,unassigned
9b9ff4373ebbf916516f85f92e185b8a,Bacteria,Cyanobacteria,Cyanobacteriia,Eurycoccales,Eurycoccales_Incertae_Sedis,Synechococcus_PCC-7336,unassigned
9ba3e27d120e0238cd73ef6cb9b4a158,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6,unassigned
9ba3e3e88aeea05c590e503372592678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9ba8acf167062af583a16656ce0d34a9,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unassigned,unassigned
9ba9d1925f457581ca9bd5ef402866d2,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,unassigned
9bb1fb403d89a3413a4c5b529ac90b37,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Rubinisphaera,uncultured_organism
9bb4fb339b9373e66f365a028ee3b291,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unassigned,unassigned
9bb51e34a85e043d4c0e785852ca7b1a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,unassigned
9bb52503381b6c12659e46644fb34b00,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9bb69afb79dce9325ea34163108fa9c7,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,unassigned
9bb719b5321e3b0720f05cdae2f5c4ff,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_gracilis
9bbc82ea6212f2b89216009c50f79ab4,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,unassigned,unassigned
9bbeb3aa97f2b45f306f2eed1d767323,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,unassigned,unassigned
9bc2bacbc8c62a599e88168ef1f73166,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_Planctomycetales
9bca1016b05ab7ec58b7dc430cb9f278,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,unassigned
9bcae5c3286e586718c5f847219b4f23,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured_bacterium
9bcafa74d684709e9706ae09d0d44406,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,uncultured,filamentous_cyanobacterium
9bcf41078ce8e779101b3aed42a3c4cc,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
9bd01279738a009df3b4fafcb707b112,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
9bd703c07f97f73e2fa59005000f237c,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,unassigned
9bd788b9e090cf5b8750d67d8559d561,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,gut_metagenome
9bdd6cea26dda750dbd2a4e20a1f81b0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,unassigned
9bdf48bcd5ba406c7dc26ea5073bf32f,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,unassigned,unassigned
9be1d41b1f4c91c6d3414b2cfd867316,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,unassigned
9be244fbd69135349dbe2c734c7d46f8,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_Verrucomicrobiaceae
9be3bdfbd5f8e2a42f9faa4a552da2c9,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa_PCC-7319,unassigned
9bec341741fc3447c5d02cface7114e2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
9bf2f66bccc66ef69a659dd9f90291c0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Stylonema_alsidii
9bf4685cfc2f92db026a246698933667,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
9bfbe068af242333b364d0c1b99328e9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,uncultured_Sphingobacteriales
9bfca9732bceda0845f7a01913deffea,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,unassigned
9bffde02d6d9586f80bf5302b7f17827,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Prasinoderma_coloniale
9c07e79c5eb66e3d2abb43e0186c4642,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured,uncultured_bacterium
9c0c229ba17fa9b240ca203e3dc5443f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9c0da6b3c6b511cc684619bd3566cefe,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,unassigned
9c0ddbb2de13d483fdb77953c84839fb,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,unassigned,unassigned
9c0f0628f690bca33861cd2e99a35266,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
9c0f21c5ac7744b686c7dd550cd11b9e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_cecorum
9c14e8860cc318a136b0ec0321248e9e,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,CI75cm.2.12,uncultured_gamma
9c1606e6e831d1bcba3c80fa81c703c6,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c1a3b0e7441d5b18b2006e362118be5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
9c1be8d97cd72c8dfe951d851a2b64c5,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c1f7921e3d675316a49bf6fd3acdad6,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,unassigned
9c20ec38e24476c327d496d4f33f1812,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,unassigned
9c224422eb3d45fdc2166f8f6a2df276,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium
9c235c410ec18184d92a839c7e631bad,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,unassigned
9c25e96c0eaf64b5e80c4019f30b1172,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,unassigned
9c2a72e62594daabb70f60a3682d7332,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),uncultured_bacterium
9c2d1bf5c4be80cf24bf8cba65b5c70b,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured_bacterium
9c306dc2514316bab5e5862530c48698,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c312e86ce6a8d310ff4241ed9e9f15a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium
9c3499991dd0554d5d209f71261d2af4,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Chroococcidiopsis_PCC-6712,Hyella_patelloides
9c396ab29e9cfd321e709f33ae614cab,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_brachy_group,unassigned
9c3a6804e6656facaa5244a4f1fe780e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium
9c3f944223b0eea85794df1a2c23627a,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
9c4492b8c9dd762ffbdb2ac3018a001e,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,unassigned,unassigned
9c45a9d557a9a83135629aad32207df4,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,metagenome
9c4d7c83fdceffef8bbe73259abedcd5,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c4f0eaedac06b56dfd6bf0ce6ad293b,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,uncultured_Endomicrobia
9c537f1bd73fcebd2b391575932485d3,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,PS1_clade,unassigned
9c5667640d942241277a198e385f613b,Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,Sva0485,uncultured_prokaryote
9c573bc54b897b33dcaa3dca480adcde,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,unassigned
9c575c58f78d089c5dd2026b95335775,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9c5db84947c0435a6c427cb1359c4844,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9c5e42d774ff18dfe9d441acc38ff6b9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,bacterium_YC-ZSS-LKJ79
9c5e47477a01c406ef4e002691947d1d,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis_ANT.LACV5.1,unassigned
9c61f24540c104a2f8f150b101f2454e,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Roseofilum_AO1-A,unassigned
9c6348857c7cb336a7c1b7b11dfb2365,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c635571ed531a685ebb520367d57afa,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,unassigned
9c662ad960e3c9b65519e309f572c256,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Flavobacteriaceae_bacterium
9c6724796d1d0c00e987d89e5602a2a4,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,uncultured_organism
9c679a16ee9ff725da7a46376980912d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,unassigned,unassigned
9c6c3cdcf3bde997c566076fa5709d32,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,unassigned,unassigned,unassigned
9c7375ffa4a5b7b915def62e3fa28eec,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
9c749d71e4da99061b066aaeb4aedbbe,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,unassigned
9c74b4f7a67b62cbadc393e05d520746,Bacteria,Bacteroidota,Bacteroidia,unassigned,unassigned,unassigned,unassigned
9c772e9c252654d505deabd6597ada33,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_marine
9c81abbdf497b1420fe04b7f25a6a689,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,uncultured_bacterium
9c821c7607228a1421ecc21ec5f702f1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9c86952252f92b16c4053697d92c4374,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9c8775034d19b5cdb310dad3ee27dd5e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9c893d519e81325e1070ecdd75390866,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,uncultured_Alphaproteobacteria
9c8bc1ef28b3ff82ccdcf4b619e38367,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,unassigned,unassigned,unassigned
9c92331c4ddda1e0796a4e3120662565,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,uncultured_bacterium
9c9409101dc85bf4ae6af251000c3f06,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Polysiphonia_scopulorum
9c9ad2604c21cc7a302288c6fb341f74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,unassigned
9c9ad909838dd5d6b6cf414f3d8438d3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9c9c475fff5021d68f232104df56a8db,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,unassigned
9c9e87731c4da68a41109246db8d0f8c,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
9c9ee1837ee86338a1e07672af58b16f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9c9fcf307b5f6671b9a121a64225ede3,Unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9ca07d1d160d121bbaf9f7b6f464bf1a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Riquetophycus_sp.
9ca1c6d2efd7f2fa5dcd00897ecef110,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031,metagenome
9ca91f516fe268b84f36329e01e05ea1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured_Flexibacteraceae
9ca9b74b14f5fbe2e6506ff060e3eb2e,Bacteria,Firmicutes,Clostridia,Oscillospirales,unassigned,unassigned,unassigned
9caa2a4e5e73cb8508885e657ac69f4f,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
9cab527289a4e893a4d08eb118702c2e,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,unassigned
9cab84f4961f02ab428e4cd9e4e1c2dd,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_bacterium
9cae1dbd68b0ff22ac9672fbda3f089c,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
9cb2e1c32a6b23459f9a58ed2ed5487e,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,unassigned
9cb78f6b0f7cdb602ad967a6b3d6b189,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,uncultured,uncultured_Alphaproteobacteria
9cb96907dc44e87db8ac7e6be28f4d53,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,unassigned
9cba6907e69fcb653f44b87059a5392c,Bacteria,FW113,FW113,FW113,FW113,FW113,uncultured_bacterium
9cbae2ce44009db74b133cdf35ae1385,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,unassigned
9cbb1b73fab0081735de20dd266a4e66,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,unassigned,unassigned
9cbb86d57f182420b864bf52ba4c0ab9,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,uncultured_bacterium
9cbd44849a8d3a745368c11222ebbc1d,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,unassigned
9cc4280ab7543aa725d948bf3cfaf80a,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,DMI,uncultured_bacterium
9cc8ba41853d1e0b64ebc0d6d83847a8,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,unassigned
9cc8be3211b70367a1e2708a2230ebd4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,unassigned
9ccc5155b4363ae1c73d2c354762d468,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9ccddf6eaf207e7256798ac3cba1b402,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
9cd0976da9fba52865435e1e21ef6f4f,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
9cd10410babed3f08cd711ae1d691ecf,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured,uncultured_bacterium
9cd65bda03e8ac2e312f867da3c06877,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,unassigned
9cd7c1f909a968acf555130cc944ffcb,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,unassigned,unassigned
9cd85b27746d4aa219943fd8408a1025,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
9cde3064dc55fb13f2a16e85142b1e63,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Ulva_expansa
9ce07f6a2c4fc73d5c39a0d0a67ac342,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,unassigned,unassigned,unassigned
9cea0c02386a65590fc925ec337b847d,Eukaryota,Parabasalia,unassigned,unassigned,unassigned,unassigned,unassigned
